EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
044818;0448180000;0448189999;SFR0;Métropole;25/06/2013
044819;0448190000;0448199999;ALPL;Métropole;30/07/2013
044820;0448200000;0448209999;SEWA;Métropole;26/11/2013
044821;0448210000;0448219999;SEWA;Métropole;26/11/2013
044822;0448220000;0448229999;SEWA;Métropole;26/11/2013
044823;0448230000;0448239999;OVH;Métropole;10/12/2013
044824;0448240000;0448249999;OVH;Métropole;10/12/2013
044825;0448250000;0448259999;OVH;Métropole;10/12/2013
044826;0448260000;0448269999;OVH;Métropole;10/12/2013
0448270;0448270000;0448270999;OPEN;Métropole;24/12/2013
0448271;0448271000;0448271999;OPEN;Métropole;24/12/2013
0448272;0448272000;0448272999;OPEN;Métropole;24/12/2013
0448273;0448273000;0448273999;OPEN;Métropole;24/12/2013
0448275;0448275000;0448275999;OPEN;Métropole;24/12/2013
044828;0448280000;0448289999;SFR0;Métropole;22/03/2018
044829;0448290000;0448299999;SFR0;Métropole;22/03/2018
044830;0448300000;0448309999;OVH;Métropole;29/07/2014
044831;0448310000;0448319999;OVH;Métropole;29/07/2014
044832;0448320000;0448329999;OVH;Métropole;29/07/2014
044833;0448330000;0448339999;OVH;Métropole;29/07/2014
044836;0448360000;0448369999;JAG;Métropole;09/09/2014
044837;0448370000;0448379999;JAG;Métropole;09/09/2014
044838;0448380000;0448389999;JAG;Métropole;09/09/2014
044839;0448390000;0448399999;JAG;Métropole;09/09/2014
044840;0448400000;0448409999;JAG;Métropole;09/09/2014
044841;0448410000;0448419999;JAG;Métropole;09/09/2014
044842;0448420000;0448429999;JAG;Métropole;09/09/2014
044843;0448430000;0448439999;JAG;Métropole;09/09/2014
044844;0448440000;0448449999;JAG;Métropole;09/09/2014
044845;0448450000;0448459999;JAG;Métropole;09/09/2014
044846;0448460000;0448469999;JAG;Métropole;09/09/2014
044847;0448470000;0448479999;JAG;Métropole;09/09/2014
044848;0448480000;0448489999;LIXT;Métropole;06/10/2025
044849;0448490000;0448499999;ALPL;Métropole;09/09/2014
0448500;0448500000;0448500999;OPEN;Métropole;07/10/2014
0448502;0448502000;0448502999;OPEN;Métropole;07/10/2014
0448503;0448503000;0448503999;OPEN;Métropole;07/10/2014
0448505;0448505000;0448505999;OPEN;Métropole;07/10/2014
0448510;0448510000;0448510999;OPEN;Métropole;10/03/2015
0448520;0448520000;0448520999;OPEN;Métropole;02/04/2015
0448530;0448530000;0448530999;OPEN;Métropole;07/07/2015
0448540;0448540000;0448540999;OPEN;Métropole;07/07/2015
0448550;0448550000;0448550999;LEGO;Métropole;01/09/2016
044856;0448560000;0448569999;ALNI;Métropole;31/03/2016
044857;0448570000;0448579999;ALNI;Métropole;31/03/2016
044858;0448580000;0448589999;SYST;Métropole;01/02/2018
044859;0448590000;0448599999;FRTE;Métropole;01/07/2018
044860;0448600000;0448609999;FRTE;Métropole;01/07/2018
044861;0448610000;0448619999;FRTE;Métropole;01/07/2018
044862;0448620000;0448629999;FRTE;Métropole;01/07/2018
044863;0448630000;0448639999;FRTE;Métropole;01/07/2018
044864;0448640000;0448649999;FRTE;Métropole;01/07/2018
044865;0448650000;0448659999;FRTE;Métropole;01/07/2018
0448660;0448660000;0448660999;OPEN;Métropole;15/09/2016
044867;0448670000;0448679999;SYST;Métropole;24/11/2016
044868;0448680000;0448689999;SFR0;Métropole;08/12/2016
0448690;0448690000;0448690999;EURA;Métropole;11/03/2025
0448700;0448700000;0448700999;EURA;Métropole;11/03/2025
0448710;0448710000;0448710999;EURA;Métropole;11/03/2025
0448711;0448711000;0448711999;EURA;Métropole;11/03/2025
0448719;0448719000;0448719999;EURA;Métropole;11/03/2025
0448720;0448720000;0448720999;EURA;Métropole;11/03/2025
0448728;0448728000;0448728999;EURA;Métropole;11/03/2025
0448729;0448729000;0448729999;AXIO;Métropole;30/09/2025
0448730;0448730000;0448730999;EURA;Métropole;11/03/2025
0448739;0448739000;0448739999;EURA;Métropole;11/03/2025
0448740;0448740000;0448740999;EURA;Métropole;11/03/2025
0448741;0448741000;0448741999;EURA;Métropole;11/03/2025
0448742;0448742000;0448742999;EURA;Métropole;11/03/2025
0448743;0448743000;0448743999;EURA;Métropole;11/03/2025
0448744;0448744000;0448744999;EURA;Métropole;11/03/2025
0448745;0448745000;0448745999;EURA;Métropole;11/03/2025
0448746;0448746000;0448746999;EURA;Métropole;11/03/2025
0448747;0448747000;0448747999;EURA;Métropole;11/03/2025
0448748;0448748000;0448748999;EURA;Métropole;11/03/2025
0448749;0448749000;0448749999;EURA;Métropole;11/03/2025
044875;0448750000;0448759999;SEWA;Métropole;01/01/2019
044876;0448760000;0448769999;ALPL;Métropole;09/02/2017
044877;0448770000;0448779999;RHOV;Métropole;25/09/2023
044878;0448780000;0448789999;SFR0;Métropole;13/04/2017
044879;0448790000;0448799999;SFR0;Métropole;13/04/2017
044880;0448800000;0448809999;DIDW;Métropole;13/04/2017
0448810;0448810000;0448810999;PJT3;Métropole;10/08/2017
0448820;0448820000;0448820999;PJT3;Métropole;10/08/2017
0448829;0448829000;0448829999;PJT3;Métropole;10/08/2017
0448830;0448830000;0448830999;PJT3;Métropole;10/08/2017
0448840;0448840000;0448840999;PJT3;Métropole;10/08/2017
0448848;0448848000;0448848999;PJT3;Métropole;10/08/2017
0448849;0448849000;0448849999;CCKS;Métropole;13/07/2026
0448850;0448850000;0448850999;PJT3;Métropole;10/08/2017
0448870;0448870000;0448870999;PJT3;Métropole;10/08/2017
0448878;0448878000;0448878999;PJT3;Métropole;10/08/2017
0448879;0448879000;0448879999;SNTW;Métropole;16/10/2025
044888;0448880000;0448889999;PHON;Métropole;06/03/2012
044889;0448890000;0448899999;SFR0;Métropole;23/09/2014
044890;0448900000;0448909999;ALPL;Métropole;07/04/2016
044891;0448910000;0448919999;ALNI;Métropole;22/10/2015
044892;0448920000;0448929999;DIDW;Métropole;13/04/2017
0448940;0448940000;0448940999;PJT3;Métropole;10/08/2017
0448950;0448950000;0448950999;PJT3;Métropole;10/08/2017
0448951;0448951000;0448951999;PJT3;Métropole;10/08/2017
0448959;0448959000;0448959999;PJT3;Métropole;10/08/2017
0448970;0448970000;0448970999;PJT3;Métropole;10/08/2017
0448979;0448979000;0448979999;PJT3;Métropole;10/08/2017
0448980;0448980000;0448980999;PJT3;Métropole;10/08/2017
0448989;0448989000;0448989999;PJT3;Métropole;10/08/2017
0448990;0448990000;0448990999;PJT3;Métropole;10/08/2017
0448999;0448999000;0448999999;PJT3;Métropole;10/08/2017
044900;0449000000;0449009999;ALPL;Métropole;30/11/2017
044901;0449010000;0449019999;SFR0;Métropole;07/12/2017
044902;0449020000;0449029999;LGC;Métropole;15/02/2018
044903;0449030000;0449039999;RMII;Métropole;14/05/2018
044904;0449040000;0449049999;ALPL;Métropole;29/11/2018
044905;0449050000;0449059999;SFR0;Métropole;24/01/2019
044906;0449060000;0449069999;SFR0;Métropole;24/01/2019
044907;0449070000;0449079999;SFR0;Métropole;24/01/2019
044908;0449080000;0449089999;SFR0;Métropole;24/01/2019
044909;0449090000;0449099999;RMII;Métropole;25/02/2019
044912;0449120000;0449129999;IOVO;Métropole;03/10/2019
0449130;0449130000;0449130999;GCCO;Métropole;30/04/2020
0449131;0449131000;0449131999;GCCO;Métropole;30/04/2020
044914;0449140000;0449149999;IOVO;Métropole;28/05/2024
0449150;0449150000;0449150999;NXFR;Métropole;02/09/2020
0449180;0449180000;0449180999;NXFR;Métropole;02/09/2020
0449190;0449190000;0449190999;NXFR;Métropole;02/09/2020
0449210;0449210000;0449210999;TEIR;Métropole;15/01/2025
0449220;0449220000;0449220999;TEIR;Métropole;15/01/2025
044923;0449230000;0449239999;SVCM;Métropole;01/04/2021
044924;0449240000;0449249999;SVCM;Métropole;01/04/2021
0449250;0449250000;0449250999;ALPL;Métropole;05/04/2021
0449260;0449260000;0449260999;ALPL;Métropole;05/04/2021
0449270;0449270000;0449270999;ODIG;Métropole;09/04/2021
0449280;0449280000;0449280999;NXFR;Métropole;29/04/2021
044929;0449290000;0449299999;SFR0;Métropole;12/05/2021
044930;0449300000;0449309999;SFR0;Métropole;12/05/2021
0449310;0449310000;0449310999;KAVE;Métropole;17/11/2025
0449311;0449311000;0449311999;KAVE;Métropole;17/11/2025
0449312;0449312000;0449312999;KAVE;Métropole;17/11/2025
0449313;0449313000;0449313999;KAVE;Métropole;17/11/2025
0449315;0449315000;0449315999;KAVE;Métropole;17/11/2025
0449317;0449317000;0449317999;KAVE;Métropole;17/11/2025
044933;0449330000;0449339999;SFR0;Métropole;14/06/2021
0449340;0449340000;0449340999;W3TE;Métropole;30/10/2023
0449341;0449341000;0449341999;W3TE;Métropole;11/12/2023
0449344;0449344000;0449344999;W3TE;Métropole;23/08/2024
0449350;0449350000;0449350999;AVIR;Métropole;10/01/2022
0449351;0449351000;0449351999;COVE;Métropole;22/07/2024
0449352;0449352000;0449352999;AVIR;Métropole;10/01/2022
0449360;0449360000;0449360999;BJTP;Métropole;23/03/2022
0449370;0449370000;0449370999;BJTP;Métropole;23/03/2022
0449371;0449371000;0449371999;WEYS;Métropole;02/12/2024
0449372;0449372000;0449372999;BJTP;Métropole;23/03/2022
0449374;0449374000;0449374999;BJTP;Métropole;03/11/2025
0449375;0449375000;0449375999;BJTP;Métropole;03/11/2025
0449380;0449380000;0449380999;BJTP;Métropole;23/03/2022
0449381;0449381000;0449381999;ZETE;Métropole;05/12/2024
0449382;0449382000;0449382999;BJTP;Métropole;23/03/2022
0449383;0449383000;0449383999;BJTP;Métropole;23/03/2022
0449384;0449384000;0449384999;BJTP;Métropole;28/11/2025
0449390;0449390000;0449390999;BJTP;Métropole;23/03/2022
0449391;0449391000;0449391999;FNTX;Métropole;09/01/2025
0449392;0449392000;0449392999;BJTP;Métropole;23/03/2022
0449393;0449393000;0449393999;BJTP;Métropole;23/03/2022
0449394;0449394000;0449394999;BJTP;Métropole;23/03/2022
0449399;0449399000;0449399999;BJTP;Métropole;23/03/2022
0449400;0449400000;0449400999;ALPL;Métropole;29/05/2024
0449402;0449402000;0449402999;ALPL;Métropole;04/11/2025
0449410;0449410000;0449410999;AIRC;Métropole;19/04/2022
0449411;0449411000;0449411999;AIRC;Métropole;19/04/2022
0449412;0449412000;0449412999;AIRC;Métropole;19/04/2022
0449413;0449413000;0449413999;AIRC;Métropole;19/04/2022
0449414;0449414000;0449414999;AIRC;Métropole;19/04/2022
0449420;0449420000;0449420999;AIRC;Métropole;19/04/2022
0449421;0449421000;0449421999;AIRC;Métropole;19/04/2022
0449422;0449422000;0449422999;AIRC;Métropole;19/04/2022
0449423;0449423000;0449423999;AIRC;Métropole;19/04/2022
0449424;0449424000;0449424999;AIRC;Métropole;19/04/2022
0449430;0449430000;0449430999;AIRC;Métropole;19/04/2022
0449431;0449431000;0449431999;AIRC;Métropole;19/04/2022
0449432;0449432000;0449432999;AIRC;Métropole;19/04/2022
0449433;0449433000;0449433999;AIRC;Métropole;19/04/2022
0449434;0449434000;0449434999;AIRC;Métropole;19/04/2022
0449440;0449440000;0449440999;ZOOM;Métropole;17/12/2024
0449450;0449450000;0449450999;UBIC;Métropole;04/08/2022
0449459;0449459000;0449459999;UBIC;Métropole;04/08/2022
0450;0450000000;0450999999;FRTE;Métropole;01/01/2017
0451000;0451000000;0451000999;OECO;Métropole;19/12/2019
0451001;0451001000;0451001999;OECO;Métropole;19/12/2019
0451002;0451002000;0451002999;OECO;Métropole;19/12/2019
0451008;0451008000;0451008999;OECO;Métropole;19/12/2019
0451009;0451009000;0451009999;OECO;Métropole;19/12/2019
0451016;0451016000;0451016999;SFR0;Métropole;23/01/2020
0451017;0451017000;0451017999;SFR0;Métropole;23/01/2020
0451018;0451018000;0451018999;SFR0;Métropole;23/01/2020
0451019;0451019000;0451019999;SFR0;Métropole;23/01/2020
0451020;0451020000;0451020999;ALPL;Métropole;03/02/2020
0451022;0451022000;0451022999;ALPL;Métropole;04/11/2025
0451030;0451030000;0451030999;RHOV;Métropole;06/02/2020
0451040;0451040000;0451040999;RHOV;Métropole;06/02/2020
045106;0451060000;0451069999;VOIM;Métropole;22/07/2024
0451070;0451070000;0451070999;ALPL;Métropole;16/03/2020
045108;0451080000;0451089999;COLT;Métropole;03/04/2020
045109;0451090000;0451099999;OXIL;Métropole;07/04/2020
0451110;0451110000;0451110999;GCCO;Métropole;30/04/2020
0451111;0451111000;0451111999;GCCO;Métropole;30/04/2020
045112;0451120000;0451129999;IOVO;Métropole;28/05/2024
0451134;0451134000;0451134999;SFR0;Métropole;16/06/2020
0451135;0451135000;0451135999;SFR0;Métropole;16/06/2020
0451136;0451136000;0451136999;SFR0;Métropole;16/06/2020
0451137;0451137000;0451137999;SFR0;Métropole;16/06/2020
0451138;0451138000;0451138999;SFR0;Métropole;16/06/2020
0451139;0451139000;0451139999;SFR0;Métropole;16/06/2020
0451140;0451140000;0451140999;MXVP;Métropole;15/01/2025
0451141;0451141000;0451141999;SYNE;Métropole;24/06/2024
0451142;0451142000;0451142999;SYNE;Métropole;24/06/2024
0451143;0451143000;0451143999;SYNE;Métropole;19/11/2024
0451144;0451144000;0451144999;TWIL;Métropole;15/01/2025
0451145;0451145000;0451145999;SYNE;Métropole;24/06/2024
0451160;0451160000;0451160999;LGSV;Métropole;14/10/2025
0451170;0451170000;0451170999;ALPL;Métropole;23/11/2020
0451171;0451171000;0451171999;ALPL;Métropole;04/11/2025
0451180;0451180000;0451180999;ALPL;Métropole;23/11/2020
0451182;0451182000;0451182999;ALPL;Métropole;04/11/2025
045120;0451200000;0451209999;MIXW;Métropole;15/01/2026
0451210;0451210000;0451210999;TEIR;Métropole;15/01/2025
0451220;0451220000;0451220999;TEIR;Métropole;23/01/2025
0451221;0451221000;0451221999;TEIR;Métropole;23/01/2025
0451222;0451222000;0451222999;TEIR;Métropole;23/01/2025
0451223;0451223000;0451223999;TEIR;Métropole;23/01/2025
045123;0451230000;0451239999;SFR0;Métropole;19/01/2021
045124;0451240000;0451249999;SFR0;Métropole;19/01/2021
045125;0451250000;0451259999;IOVO;Métropole;01/02/2021
045126;0451260000;0451269999;SVCM;Métropole;01/04/2021
045128;0451280000;0451289999;SFR0;Métropole;12/05/2021
045129;0451290000;0451299999;GMBZ;Métropole;23/12/2025
045130;0451300000;0451309999;SFR0;Métropole;28/09/2023
0451330;0451330000;0451330999;VASO;Métropole;12/10/2023
0451331;0451331000;0451331999;VASO;Métropole;12/10/2023
0451332;0451332000;0451332999;VASO;Métropole;12/10/2023
0451333;0451333000;0451333999;VASO;Métropole;12/10/2023
0451334;0451334000;0451334999;ALCC;Métropole;07/05/2024
0451335;0451335000;0451335999;ALCC;Métropole;07/05/2024
0451336;0451336000;0451336999;VASO;Métropole;12/10/2023
0451337;0451337000;0451337999;6DGR;Métropole;03/09/2026
0451338;0451338000;0451338999;VASO;Métropole;12/10/2023
0451339;0451339000;0451339999;VASO;Métropole;12/10/2023
0451340;0451340000;0451340999;ALPL;Métropole;09/11/2021
0451370;0451370000;0451370999;BJTP;Métropole;23/03/2022
0451380;0451380000;0451380999;BJTP;Métropole;23/03/2022
0451381;0451381000;0451381999;SPCV;Métropole;21/01/2025
0451382;0451382000;0451382999;BJTP;Métropole;23/03/2022
0451390;0451390000;0451390999;BJTP;Métropole;23/03/2022
0451391;0451391000;0451391999;BJTP;Métropole;03/11/2025
045140;0451400000;0451409999;BJTP;Métropole;23/03/2022
0451410;0451410000;0451410999;AIRC;Métropole;19/04/2022
0451411;0451411000;0451411999;AIRC;Métropole;19/04/2022
0451412;0451412000;0451412999;AIRC;Métropole;19/04/2022
0451413;0451413000;0451413999;AIRC;Métropole;19/04/2022
0451414;0451414000;0451414999;AIRC;Métropole;19/04/2022
0451420;0451420000;0451420999;AIRC;Métropole;19/04/2022
0451421;0451421000;0451421999;AIRC;Métropole;19/04/2022
0451422;0451422000;0451422999;AIRC;Métropole;19/04/2022
0451423;0451423000;0451423999;AIRC;Métropole;19/04/2022
0451424;0451424000;0451424999;AIRC;Métropole;19/04/2022
0451430;0451430000;0451430999;OECO;Métropole;26/04/2022
0451433;0451433000;0451433999;OECO;Métropole;26/04/2022
0451434;0451434000;0451434999;OECO;Métropole;26/04/2022
0451436;0451436000;0451436999;OECO;Métropole;26/04/2022
0451439;0451439000;0451439999;OECO;Métropole;26/04/2022
045145;0451450000;0451459999;ONOF;Métropole;13/06/2024
0451510;0451510000;0451510999;IPSE;Métropole;20/08/2024
045155;0451550000;0451559999;COLT;Métropole;30/06/2022
045156;0451560000;0451569999;CYDS;Métropole;11/07/2022
0451580;0451580000;0451580999;CORI;Métropole;15/07/2022
0451581;0451581000;0451581999;CORI;Métropole;15/07/2022
0451582;0451582000;0451582999;CORI;Métropole;15/07/2022
0451583;0451583000;0451583999;CORI;Métropole;15/07/2022
0451584;0451584000;0451584999;CORI;Métropole;15/07/2022
0451585;0451585000;0451585999;CORI;Métropole;15/07/2022
0451586;0451586000;0451586999;CORI;Métropole;15/07/2022
0451587;0451587000;0451587999;CORI;Métropole;15/07/2022
0451588;0451588000;0451588999;CORI;Métropole;15/07/2022
0451589;0451589000;0451589999;CORI;Métropole;15/07/2022
0451590;0451590000;0451590999;SICS;Métropole;02/12/2022
0451607;0451607000;0451607999;POFN;Métropole;02/08/2022
0451608;0451608000;0451608999;LRTL;Métropole;22/07/2025
0451609;0451609000;0451609999;POFN;Métropole;02/08/2022
0451610;0451610000;0451610999;UBIC;Métropole;04/08/2022
0451619;0451619000;0451619999;UBIC;Métropole;04/08/2022
045162;0451620000;0451629999;RCFR;Métropole;07/09/2022
0451630;0451630000;0451630999;DVSC;Métropole;20/09/2022
0451631;0451631000;0451631999;DVSC;Métropole;20/09/2022
0451632;0451632000;0451632999;DVSC;Métropole;20/09/2022
0451633;0451633000;0451633999;DVSC;Métropole;20/09/2022
0451634;0451634000;0451634999;DVSC;Métropole;20/09/2022
0451635;0451635000;0451635999;DVSC;Métropole;20/09/2022
0451636;0451636000;0451636999;DVSC;Métropole;20/09/2022
0451637;0451637000;0451637999;DVSC;Métropole;20/09/2022
0451638;0451638000;0451638999;DVSC;Métropole;20/09/2022
0451639;0451639000;0451639999;DVSC;Métropole;20/09/2022
0451640;0451640000;0451640999;PURE;Métropole;19/02/2025
0451660;0451660000;0451660999;GTTI;Métropole;17/11/2022
0451670;0451670000;0451670999;ABCL;Métropole;12/12/2022
0451671;0451671000;0451671999;ABCL;Métropole;12/12/2022
0451672;0451672000;0451672999;ABCL;Métropole;12/12/2022
0451676;0451676000;0451676999;ABCL;Métropole;12/12/2022
0451677;0451677000;0451677999;ABCL;Métropole;12/12/2022
0451680;0451680000;0451680999;SYNE;Métropole;12/01/2026
0451681;0451681000;0451681999;SYNE;Métropole;12/01/2026
0451682;0451682000;0451682999;SYNE;Métropole;12/01/2026
0451690;0451690000;0451690999;CLTL;Métropole;27/12/2024
0451700;0451700000;0451700999;IBRO;Métropole;22/12/2022
0451710;0451710000;0451710999;MKTO;Métropole;01/01/2023
045600;0456000000;0456009999;SFR0;Métropole;08/12/2011
045601;0456010000;0456019999;SFR0;Métropole;08/12/2011
045602;0456020000;0456029999;SFR0;Métropole;08/12/2011
045603;0456030000;0456039999;SFR0;Métropole;08/12/2011
045604;0456040000;0456049999;SFR0;Métropole;08/12/2011
045605;0456050000;0456059999;SFR0;Métropole;08/12/2011
045606;0456060000;0456069999;FREE;Métropole;08/01/2009
045607;0456070000;0456079999;FREE;Métropole;08/01/2009
045608;0456080000;0456089999;FREE;Métropole;08/01/2009
045609;0456090000;0456099999;MCI;Métropole;01/01/2018
045610;0456100000;0456109999;SFR0;Métropole;08/12/2011
045611;0456110000;0456119999;SFR0;Métropole;08/12/2011
045612;0456120000;0456129999;SFR0;Métropole;08/12/2011
045613;0456130000;0456139999;FREE;Métropole;08/01/2009
045614;0456140000;0456149999;SFR0;Métropole;08/12/2011
045615;0456150000;0456159999;FREE;Métropole;08/01/2009
045616;0456160000;0456169999;FREE;Métropole;08/01/2009
045617;0456170000;0456179999;SFR0;Métropole;08/12/2011
045618;0456180000;0456189999;SFR0;Métropole;08/12/2011
